final_equity,max_dd_pct
386511.99078750785,-0.24757192416603613
386511.9907875066,-0.11961071326767718
386511.9907875062,-0.23092476569918072
386511.99078750727,-0.20972976059007764
386511.99078750866,-0.22360362168884326
386511.9907875069,-0.1858567208923869
386511.99078750674,-0.14413356865317398
386511.99078750645,-0.1623453080286277
386511.9907875058,-0.17544192602185998
386511.990787507,-0.17290873090659303
386511.99078750686,-0.21275850441937863
386511.9907875059,-0.1189980564823917
386511.99078750744,-0.15042483743616517
386511.9907875068,-0.1546152660861906
386511.99078750674,-0.17681197284486602
386511.9907875077,-0.2750428461408959
386511.99078750715,-0.1575892400855236
386511.9907875071,-0.14309756238710733
386511.9907875074,-0.15836682593261708
386511.99078750744,-0.2214264001569599
386511.9907875074,-0.2442268832905867
386511.9907875078,-0.18329491942068046
386511.9907875063,-0.1414375130402264
386511.9907875064,-0.20676135004619595
386511.9907875065,-0.22796255890654
386511.9907875072,-0.19404441038607742
386511.9907875068,-0.1714044230803918
386511.99078750634,-0.28497272067160184
386511.9907875061,-0.20362756336431273
386511.9907875061,-0.28936691029377687
386511.9907875057,-0.16414951778072287
386511.990787508,-0.1369467858605178
386511.9907875062,-0.1813874436721934
386511.99078750703,-0.18816294281888304
386511.9907875063,-0.19645440983957532
386511.9907875072,-0.17842204669510803
386511.99078750634,-0.2357032898541291
386511.9907875072,-0.150461599846676
386511.99078750715,-0.2649279577037752
386511.9907875066,-0.18668954654536904
386511.9907875069,-0.1611400460024322
386511.9907875066,-0.23345505378140993
386511.99078750645,-0.16648937004947478
386511.99078750773,-0.28899909825338205
386511.99078750727,-0.12362693120584585
386511.9907875055,-0.27027549139139845
386511.9907875075,-0.2686254606906476
386511.9907875067,-0.17817273642626902
386511.9907875076,-0.3087368031255421
386511.99078750674,-0.16061939663407995
386511.9907875078,-0.29591222930044747
386511.9907875072,-0.28628105095796164
386511.9907875061,-0.2110610121955028
386511.9907875066,-0.2035817085833812
386511.99078750634,-0.16323150311187326
386511.99078750727,-0.12345736575033874
386511.9907875082,-0.15667491255882565
386511.9907875076,-0.21632675318419758
386511.9907875061,-0.18075218829683443
386511.99078750744,-0.21017372011948163
386511.9907875069,-0.15548120007689858
386511.9907875078,-0.22075521674536433
386511.99078750674,-0.33949097911994897
386511.99078750634,-0.20404620930667094
386511.99078750634,-0.19783371799082133
386511.99078750727,-0.34961786084596697
386511.9907875067,-0.31972673436113414
386511.99078750686,-0.22547010768966888
386511.99078750645,-0.18132058867004583
386511.9907875079,-0.14237708401702684
386511.9907875065,-0.18010402508225873
386511.9907875064,-0.26374079001118444
386511.9907875078,-0.19861745823727095
386511.9907875075,-0.18830650898787124
386511.99078750634,-0.25119859760061075
386511.9907875068,-0.14553752174729317
386511.99078750797,-0.1676486016111922
386511.99078750686,-0.2988253130658486
386511.9907875071,-0.15562901824487801
386511.99078750744,-0.16336373917668356
386511.990787506,-0.30625145920264996
386511.99078750814,-0.19449084067289668
386511.9907875068,-0.3321053857681596
386511.9907875077,-0.18744507116744638
386511.9907875072,-0.22711797770785505
386511.9907875075,-0.25280932950720997
386511.9907875065,-0.16631126924714118
386511.9907875068,-0.1826166515690296
386511.9907875061,-0.1763613465525345
386511.99078750634,-0.23030270088474333
386511.9907875077,-0.22055705690017463
386511.9907875075,-0.16109989062014515
386511.9907875061,-0.3174985817957654
386511.9907875071,-0.1805054793098326
386511.99078750616,-0.22384208737001074
386511.99078750686,-0.15376703042851755
386511.9907875069,-0.17440914261217197
386511.99078750674,-0.15149401743337268
386511.99078750674,-0.17541037245569824
386511.9907875061,-0.22758647160505868
386511.9907875068,-0.2459546338671903
386511.99078750727,-0.4504113256548146
386511.99078750756,-0.13755125571844418
386511.99078750715,-0.255418258182332
386511.99078750797,-0.24293640790215937
386511.9907875059,-0.1799042537203781
386511.9907875076,-0.21875771774948843
386511.990787507,-0.22765249223533077
386511.9907875068,-0.16561031150261374
386511.9907875071,-0.11955911779839559
386511.9907875072,-0.1217424871717453
386511.9907875067,-0.18411509699033696
386511.9907875071,-0.25103612466325215
386511.9907875075,-0.17289520545118034
386511.9907875068,-0.20730209735595473
386511.99078750703,-0.14429111858048319
386511.99078750674,-0.18625787413034883
386511.9907875072,-0.22211792298660257
386511.99078750674,-0.21577578035230108
386511.99078750564,-0.23428948365370242
386511.99078750703,-0.18154742230993925
386511.990787508,-0.1666799030727659
386511.9907875061,-0.16716158070324186
386511.99078750773,-0.1960840194580779
386511.9907875068,-0.13491595590277985
386511.9907875066,-0.1918267834647388
386511.9907875072,-0.23547480349448183
386511.9907875068,-0.1367678862212347
386511.9907875065,-0.16918808674669927
386511.99078750715,-0.2347310890279091
386511.9907875077,-0.19342137169923146
386511.99078750634,-0.2472834523052827
386511.9907875064,-0.2448007185551291
386511.9907875067,-0.22149633030650379
386511.99078750634,-0.27470500145349847
386511.9907875068,-0.2625740574934118
386511.99078750674,-0.18474191870619636
386511.99078750785,-0.18342295940838327
386511.99078750605,-0.19986161699086455
386511.99078750785,-0.16940987022167767
386511.99078750686,-0.14264745127389894
386511.9907875066,-0.16621584769191775
386511.99078750744,-0.18315426006601995
386511.99078750744,-0.12890822558018258
386511.990787506,-0.18154228013843013
386511.9907875069,-0.1669862795280731
386511.9907875071,-0.2507677003867102
386511.99078750616,-0.13607562742388518
386511.990787507,-0.22086315148569308
386511.9907875064,-0.16325245081253836
386511.99078750686,-0.16932985034232692
386511.9907875056,-0.22629012042178398
386511.9907875071,-0.29372318375694806
386511.99078750727,-0.28861088119528305
386511.9907875067,-0.20377796386759073
386511.99078750715,-0.17843548223170375
386511.99078750756,-0.13471547022616584
386511.9907875064,-0.1467520215645016
386511.9907875067,-0.16149887471164734
386511.99078750657,-0.27750186359574497
386511.9907875074,-0.15519156608452575
386511.9907875079,-0.20212206748889502
386511.9907875061,-0.17694374697827753
386511.9907875065,-0.19899724414315223
386511.99078750703,-0.20076241277723242
386511.9907875067,-0.2078765527237216
386511.99078750634,-0.16133442822606853
386511.99078750744,-0.1433262633825029
386511.9907875054,-0.2598969669153032
386511.99078750616,-0.16017230368701205
386511.99078750616,-0.24103083758456254
386511.99078750703,-0.1379568046877153
386511.9907875059,-0.20072161249984602
386511.99078750686,-0.19327533561348387
386511.9907875075,-0.2645191715582041
386511.99078750744,-0.18639289035584414
386511.990787508,-0.1888652749140397
386511.99078750645,-0.18953941051196857
386511.9907875078,-0.19211150563389717
386511.9907875066,-0.16298067571367794
386511.9907875062,-0.1901525933414743
386511.9907875071,-0.15518217060590814
386511.9907875079,-0.22090736907892675
386511.9907875065,-0.144813598104771
386511.9907875077,-0.25134396155918104
386511.9907875069,-0.1594016822598215
386511.99078750727,-0.14924187516048323
386511.9907875073,-0.166912028437061
386511.9907875066,-0.16031150824484475
386511.9907875071,-0.19140842711728137
386511.9907875067,-0.19129550845705848
386511.9907875064,-0.1908941309934825
386511.9907875065,-0.2104616748259577
386511.9907875066,-0.19431295933504159
386511.99078750703,-0.20659083854406923
386511.9907875067,-0.22636263669799778
386511.9907875069,-0.1422031960214773
386511.99078750686,-0.27096107495496063
386511.9907875065,-0.17564685972905722
386511.99078750634,-0.22801295266113406
386511.99078750686,-0.30267334323042167
386511.99078750715,-0.13954817118612067
386511.99078750797,-0.15361326073024129
386511.9907875064,-0.16602392433178687
386511.99078750703,-0.3273814274525727
386511.99078750703,-0.17485741928323248
386511.99078750645,-0.23009257966321214
386511.9907875074,-0.16118166461004343
386511.9907875061,-0.2168146070561803
386511.9907875059,-0.1791539549637931
386511.99078750634,-0.14497257895350882
386511.9907875064,-0.15077843497494126
386511.9907875066,-0.19280322767208166
386511.99078750634,-0.15890813075510318
386511.9907875076,-0.18781142269753998
386511.9907875071,-0.1829044461497156
386511.99078750727,-0.12935797842068325
386511.99078750727,-0.27365535094842236
386511.99078750674,-0.14223318285900072
386511.99078750686,-0.17923581867708163
386511.9907875075,-0.21173308740260355
386511.99078750744,-0.27526448806430415
386511.9907875074,-0.2855030406410423
386511.99078750523,-0.18775044531886723
386511.99078750645,-0.14220463377769205
386511.9907875074,-0.1948085497356531
386511.9907875071,-0.2639908869311621
386511.9907875074,-0.13881943764874544
386511.9907875076,-0.3511479314267417
386511.99078750634,-0.16612023324816508
386511.990787506,-0.23166449443509937
386511.99078750657,-0.21739211060571467
386511.9907875079,-0.23092538222761558
386511.99078750686,-0.20067242061569332
386511.99078750715,-0.18982229447868182
386511.99078750657,-0.18049144395546543
386511.9907875067,-0.17963447664830004
386511.9907875068,-0.1948841028794266
386511.9907875065,-0.23780025127497986
386511.99078750727,-0.1400104133140643
386511.9907875061,-0.22063259624517162
386511.99078750756,-0.16612584949938794
386511.9907875075,-0.15190238977262774
386511.9907875078,-0.14180588829971488
386511.9907875059,-0.16968137402725406
386511.9907875065,-0.20996748087714412
386511.9907875071,-0.15521598091463817
386511.99078750744,-0.1770821071816774
386511.9907875066,-0.21626048398700953
386511.9907875069,-0.24919293270905632
386511.9907875072,-0.217528121809671
386511.9907875069,-0.360994429461248
386511.990787506,-0.2555073652712038
386511.9907875061,-0.31422581904152774
386511.9907875073,-0.1689533615113399
386511.99078750686,-0.22992050353015575
386511.9907875067,-0.2258835672198819
386511.99078750686,-0.12000116086572413
386511.9907875059,-0.21963997129675977
386511.9907875075,-0.1681471913173524
386511.9907875069,-0.23294648823794398
386511.9907875073,-0.15657150070551723
386511.990787507,-0.1582161936016997
386511.9907875063,-0.24389919234295918
386511.9907875063,-0.18276346751994124
386511.9907875068,-0.22746988106014807
386511.9907875065,-0.230933610789031
386511.99078750645,-0.16244811993164956
386511.99078750575,-0.2048687823549834
386511.99078750703,-0.13996015011872856
386511.99078750674,-0.21386061741390927
386511.99078750756,-0.13878918233068213
386511.9907875069,-0.18635642186037588
386511.9907875076,-0.2966575165561719
386511.9907875077,-0.15315718268417647
386511.9907875076,-0.19017441760529127
386511.9907875057,-0.23595617814513406
386511.99078750634,-0.16749875619570717
386511.9907875069,-0.17028254859534842
386511.99078750686,-0.22524941815807323
386511.99078750855,-0.1760271367014991
386511.99078750674,-0.1866175452906623
386511.9907875081,-0.22046118878462517
386511.99078750773,-0.22712724056275
386511.9907875073,-0.14157436365223736
386511.9907875067,-0.1842075618630243
386511.9907875073,-0.156371163645137
386511.9907875061,-0.30585124274291786
386511.99078750756,-0.26464070086757513
386511.9907875057,-0.19520862662412028
386511.99078750645,-0.2507922467912518
386511.99078750703,-0.16202707185860174
386511.9907875076,-0.15760391784945654
386511.9907875074,-0.1977748563013035
386511.9907875076,-0.19074870042723413
386511.9907875075,-0.24798326685420424
386511.9907875062,-0.2793303073248141
386511.990787507,-0.18128803279863923
386511.9907875068,-0.21527193061988395
386511.99078750715,-0.16882634492586765
386511.99078750703,-0.18120913861631477
386511.99078750674,-0.24989117545333409
386511.99078750773,-0.21023435619247816
386511.99078750686,-0.2399621953460699
386511.9907875073,-0.1637688239949332
386511.99078750657,-0.19785621247358046
386511.9907875069,-0.20435965942179501
386511.99078750674,-0.1397989218642258
386511.9907875068,-0.20118467882360258
386511.9907875065,-0.2736945626901779
386511.9907875064,-0.21440675116824992
386511.99078750657,-0.17543139897476528
386511.9907875071,-0.15460514273700457
386511.9907875067,-0.16381683837407085
386511.9907875064,-0.16622105715173674
386511.99078750686,-0.1974310101733784
386511.9907875068,-0.15334595958056796
386511.99078750634,-0.16129746485081226
386511.9907875069,-0.14946452007351413
386511.990787507,-0.14469005944337512
386511.99078750575,-0.18603465128053906
386511.99078750634,-0.20205396044327728
386511.990787507,-0.17504898283947987
386511.99078750715,-0.1309562195337409
386511.99078750727,-0.3184666317852304
386511.99078750797,-0.22194597815597494
386511.9907875076,-0.2607028784765189
386511.99078750674,-0.1257632610957886
386511.9907875068,-0.20994635399694433
386511.99078750686,-0.20687402818498762
386511.9907875064,-0.16632587525261228
386511.99078750686,-0.1948721291002685
386511.99078750605,-0.1718668172084682
386511.9907875067,-0.2235687257532461
386511.99078750634,-0.18789882300603158
386511.99078750744,-0.27452644665806536
386511.99078750657,-0.16489203669025754
386511.9907875075,-0.18374260844196283
386511.9907875067,-0.196066123016816
386511.9907875073,-0.1764288337259854
386511.99078750674,-0.14648081278239253
386511.9907875069,-0.18013226814122943
386511.99078750634,-0.20421341692977601
386511.9907875074,-0.21603224388649908
386511.99078750575,-0.20616934098100168
386511.9907875067,-0.20142654815166058
386511.9907875067,-0.22487253089631387
386511.99078750645,-0.2015786317535548
386511.9907875076,-0.26067731770887126
386511.9907875067,-0.2351883910940482
386511.9907875063,-0.17188244291732113
386511.9907875074,-0.12541913068378824
386511.99078750703,-0.13339165160834568
386511.9907875065,-0.25042775873433204
386511.99078750645,-0.1406965038218035
386511.99078750715,-0.1827447757276827
386511.99078750657,-0.12098869596071894
386511.990787506,-0.21994122698912102
386511.99078750727,-0.2017983113414401
386511.9907875058,-0.1828269465024855
386511.99078750634,-0.2049423263252254
386511.9907875059,-0.14047328039452214
386511.99078750727,-0.1928523206356667
386511.9907875064,-0.22985265967079244
386511.9907875063,-0.2709761637130696
386511.9907875061,-0.13163704902025722
386511.9907875064,-0.1855705390051315
386511.99078750634,-0.17174617643891785
386511.99078750634,-0.16076987205223925
386511.9907875066,-0.149411479121159
386511.9907875066,-0.23687880925000057
386511.990787507,-0.14755653696959325
386511.9907875065,-0.18351799854141754
386511.9907875066,-0.2210528606369571
386511.9907875069,-0.18591857541092108
386511.9907875068,-0.19533258666797415
386511.9907875061,-0.1857632071570969
386511.99078750727,-0.1492962137501895
386511.9907875076,-0.17243512298139724
386511.9907875072,-0.140933528812726
386511.9907875069,-0.17872287063285075
386511.99078750744,-0.21334128991114304
386511.99078750727,-0.22677932996596073
386511.9907875067,-0.26379773424501607
386511.99078750686,-0.14689577079093236
386511.9907875072,-0.18899048754140585
386511.9907875068,-0.1456327226646713
386511.9907875067,-0.25290936067187403
386511.99078750674,-0.20866488297005628
386511.99078750686,-0.18210081473283396
386511.9907875071,-0.16728377240144762
386511.99078750686,-0.1891536874167015
386511.9907875068,-0.3217936044521285
386511.9907875071,-0.17074148479493562
386511.99078750657,-0.14932375823106678
386511.9907875059,-0.22387724719688537
386511.9907875073,-0.2942365241983774
386511.9907875063,-0.221437220299901
386511.99078750703,-0.20874115315564046
386511.9907875067,-0.22511990392035525
386511.99078750605,-0.1956496216352622
386511.9907875076,-0.1788839468784864
386511.99078750773,-0.20954760310515022
386511.990787507,-0.20237230641810755
386511.99078750715,-0.19920773055851299
386511.99078750657,-0.2170074168717018
386511.9907875075,-0.18420555052950993
386511.99078750587,-0.2453661401587679
386511.99078750703,-0.20025276640567502
386511.9907875071,-0.17731607691121096
386511.99078750634,-0.18443525186212828
386511.99078750715,-0.23851881362451496
386511.9907875061,-0.1752534731312844
386511.9907875079,-0.33420623865177096
386511.99078750703,-0.29840864487341484
386511.99078750756,-0.1622679017046489
386511.990787507,-0.21316668694960378
386511.99078750744,-0.1718277927035564
386511.99078750634,-0.1341852321485191
386511.9907875059,-0.20284293674332443
386511.99078750657,-0.24719597008419578
386511.9907875058,-0.17356506461257845
386511.9907875075,-0.2081964635630623
386511.9907875066,-0.25047854199126535
386511.9907875061,-0.19862519023365227
386511.99078750686,-0.16100815259789494
386511.9907875061,-0.13682655830602866
386511.9907875078,-0.18670369028861283
386511.99078750674,-0.18069759604680383
386511.99078750634,-0.19207074812852812
386511.9907875075,-0.14514517197786742
386511.9907875064,-0.19436634054314167
386511.99078750616,-0.34919381486600676
386511.9907875069,-0.19325267577689853
386511.9907875065,-0.13542197871991327
386511.9907875075,-0.24234301901425082
386511.9907875067,-0.18015237315344598
386511.99078750634,-0.1957950827650902
386511.9907875066,-0.1651595506714324
386511.99078750674,-0.2320710798737693
386511.99078750744,-0.1768122839210452
386511.9907875066,-0.1802337690047116
386511.99078750674,-0.2055965107317912
386511.9907875065,-0.13659299368306288
386511.9907875074,-0.2063809628042282
386511.99078750686,-0.23350434748752813
386511.9907875071,-0.29586082119727947
386511.99078750605,-0.194864567383956
386511.9907875061,-0.16556739614130894
386511.99078750703,-0.19469803857103588
386511.9907875063,-0.28218689217940385
386511.9907875067,-0.2516150415454369
386511.9907875066,-0.1915845108188272
386511.9907875056,-0.18243516078883035
386511.99078750645,-0.1792772215299665
386511.99078750703,-0.1477686229055652
386511.9907875074,-0.1967300316057503
386511.9907875068,-0.2017644835994957
386511.9907875059,-0.17430107449426263
386511.990787506,-0.2915366273405166
386511.9907875072,-0.14385835114308157
386511.99078750686,-0.1400367991242941
386511.9907875075,-0.16161143591513985
386511.9907875076,-0.22038487139643614
386511.99078750634,-0.1976092571417273
386511.9907875075,-0.17344919895772193
386511.9907875077,-0.17747365118560848
386511.9907875074,-0.18746144352382788
386511.9907875064,-0.2078290904654819
386511.9907875062,-0.18683330918262833
386511.9907875065,-0.1786779601789814
386511.99078750674,-0.2296203094776373
386511.9907875071,-0.16319783175965782
386511.99078750645,-0.1456304721937232
386511.9907875065,-0.26306939962292986
386511.99078750715,-0.18750959030408643
386511.9907875064,-0.17212747566110218
386511.99078750686,-0.26510640986169215
386511.99078750703,-0.2171886098760077
386511.9907875067,-0.21378780186069044
386511.99078750657,-0.19070540282392537
386511.99078750703,-0.13007239520029654
386511.9907875075,-0.1543650021372034
386511.99078750773,-0.21603019147022517
386511.9907875073,-0.16956113899404432
386511.99078750634,-0.15445464720860094
386511.990787507,-0.2100424964956339
386511.99078750674,-0.26543652908571597
386511.9907875076,-0.22384602354999267
386511.9907875072,-0.26006876030746895
386511.9907875068,-0.2716118812147654
386511.9907875056,-0.32929468380853016
386511.9907875062,-0.23350323839521883
386511.9907875071,-0.2009840089098573
386511.990787507,-0.18590801291574435
386511.9907875073,-0.16868153767819272
386511.9907875063,-0.2352590018952688
386511.9907875055,-0.12487126284539209
386511.9907875059,-0.17445837606204356
386511.9907875075,-0.127685389091172
386511.99078750634,-0.18354067748521558
386511.99078750727,-0.16276590288216522
386511.9907875067,-0.2028777618780168
386511.9907875064,-0.17469464780801908
386511.99078750686,-0.17042415807555217
386511.9907875069,-0.17547400369518706
386511.9907875057,-0.31151275136485257
386511.99078750756,-0.15474360936933992
386511.9907875062,-0.1761206203223754
386511.9907875066,-0.24864103442671276
386511.99078750715,-0.26745627430466706
386511.9907875068,-0.13441847830264947
386511.9907875065,-0.18242786623752225
386511.9907875062,-0.16500291249969049
386511.99078750686,-0.16614239627501587
386511.9907875076,-0.17433309570747021
386511.9907875065,-0.2086328249652237
386511.9907875061,-0.33453419341322677
386511.9907875058,-0.13445628483564392
386511.9907875065,-0.1837947736875516
386511.99078750674,-0.15235182342388776
386511.9907875071,-0.188889025554961
386511.9907875079,-0.2840077597081523
386511.9907875071,-0.21378543965974692
386511.99078750744,-0.17398944806236974
386511.99078750657,-0.1609320021640839
386511.9907875067,-0.2696088293636367
386511.99078750686,-0.19266106666191807
386511.99078750645,-0.14046031512581209
386511.9907875066,-0.40711050657080877
386511.99078750715,-0.19411065918801126
386511.99078750756,-0.2485720618615065
386511.9907875064,-0.13624449004522932
386511.99078750703,-0.18330018910198448
386511.990787507,-0.22106334555552673
386511.99078750703,-0.16887880383158285
386511.9907875078,-0.2414929008399217
386511.9907875074,-0.1814421388679554
386511.9907875067,-0.12090813582988352
386511.9907875065,-0.19247259125393976
386511.99078750645,-0.13976092036601545
386511.99078750657,-0.19192185364553097
386511.9907875067,-0.19047248629352403
386511.9907875065,-0.13186864600823453
386511.99078750616,-0.1656058635205351
386511.9907875054,-0.18989476514493125
386511.9907875067,-0.2301767621364332
386511.9907875067,-0.35494308021510357
386511.990787507,-0.3081382709561589
386511.99078750686,-0.18673277256918822
386511.9907875062,-0.16226644338826277
386511.9907875064,-0.20671634880693948
386511.9907875059,-0.2279571278380998
386511.9907875083,-0.16482825487922775
386511.9907875066,-0.3168473144025404
386511.9907875061,-0.13317707284060484
386511.99078750634,-0.22126919985619042
386511.9907875067,-0.20734576542264677
386511.9907875058,-0.1912661286331671
386511.9907875078,-0.23881794949316443
386511.9907875065,-0.18698592580077644
386511.9907875065,-0.2355699943459904
386511.99078750616,-0.24335565237166334
386511.9907875063,-0.22743661687621416
386511.99078750744,-0.2134351697388186
386511.99078750674,-0.30769351719320265
386511.99078750686,-0.17762668558567168
386511.99078750727,-0.16870127490798112
386511.99078750674,-0.3294451609089096
386511.9907875069,-0.210553442144163
386511.990787508,-0.21579326004183733
386511.99078750756,-0.15010790098121365
386511.990787507,-0.2029636372076044
386511.9907875066,-0.2552390957952471
386511.9907875068,-0.19761327353407077
386511.99078750686,-0.29429144150319836
386511.9907875065,-0.2548518078066608
386511.9907875066,-0.19019562642827847
386511.9907875059,-0.15077152624675316
386511.9907875061,-0.23662703111462627
386511.99078750634,-0.15016062124235227
386511.9907875058,-0.21571945760378008
386511.99078750797,-0.15442254250354023
386511.99078750616,-0.1955350536741925
386511.9907875067,-0.3205941932417093
386511.99078750686,-0.09820258611420642
386511.9907875067,-0.20384884030538442
386511.990787507,-0.22092883073836267
386511.990787507,-0.2241810826807805
386511.9907875076,-0.23498616853717993
386511.9907875066,-0.24615818052664776
386511.9907875072,-0.2220024219401953
386511.99078750686,-0.14295330096869746
386511.99078750616,-0.15672797455511098
386511.99078750727,-0.19699216677551615
386511.99078750587,-0.215241046962715
386511.9907875066,-0.27199046625904344
386511.9907875065,-0.17539623259761308
386511.99078750657,-0.18431757516502148
386511.9907875072,-0.16145707855969071
386511.9907875065,-0.17622662692151242
386511.9907875063,-0.1539804340122619
386511.99078750843,-0.25427740102210566
386511.99078750674,-0.19544241867705675
386511.9907875066,-0.19469250747717295
386511.99078750756,-0.15800659286668442
386511.9907875078,-0.1778142702420165
386511.99078750686,-0.19073567299015373
386511.9907875074,-0.17127122927337793
386511.9907875068,-0.20735963224231144
386511.9907875064,-0.1792344027761992
386511.99078750634,-0.16502465564088903
386511.9907875075,-0.19939900672516261
386511.99078750686,-0.21967723864423275
386511.99078750727,-0.1523453098779119
386511.99078750773,-0.17996907895027078
386511.9907875065,-0.1412718822150038
386511.9907875059,-0.27229260826257656
386511.99078750715,-0.26657320072231794
386511.99078750645,-0.17428032254601733
386511.9907875073,-0.19756124443824902
386511.9907875064,-0.1613261349981386
386511.99078750756,-0.1525821137930589
386511.9907875072,-0.16174703396528334
386511.9907875067,-0.18539871179412054
386511.9907875069,-0.14769784537619055
386511.9907875064,-0.22896800034821607
386511.990787506,-0.22362040960657303
386511.99078750686,-0.18510827709295552
386511.99078750715,-0.2368190700152444
386511.9907875056,-0.18471732908853752
386511.99078750645,-0.16185644061463766
386511.9907875065,-0.1422675132876965
386511.9907875065,-0.3501553641786828
386511.9907875073,-0.1803607150915865
386511.9907875068,-0.353614177962402
386511.99078750686,-0.17688378522243617
386511.99078750605,-0.20429150690832398
386511.9907875071,-0.23144651080453102
386511.99078750645,-0.15124076889627253
386511.9907875067,-0.17718496875019987
386511.99078750686,-0.18383204243469758
386511.990787507,-0.14158136083965323
386511.9907875067,-0.18423700213707656
386511.9907875065,-0.18212587673315006
386511.9907875075,-0.2240886622265268
386511.9907875078,-0.18399606199224697
386511.99078750785,-0.17175051220137835
386511.990787507,-0.17013449562422892
386511.99078750686,-0.22360343987977477
386511.99078750616,-0.19193886443072905
386511.9907875065,-0.19441064340342692
386511.99078750645,-0.19297052251094032
386511.99078750657,-0.2381042308975113
386511.99078750587,-0.18735429092461034
386511.99078750727,-0.18513655468837134
386511.9907875064,-0.2686666050804068
386511.9907875076,-0.1147547393666308
386511.99078750674,-0.138829282637981
386511.99078750744,-0.15324618922869798
386511.99078750686,-0.2108497149280946
386511.99078750686,-0.22438750092266
386511.9907875069,-0.2335186523177232
386511.99078750587,-0.23806969296622477
386511.99078750686,-0.21072275364390808
386511.9907875071,-0.20886683802101733
